company_id,sales_growth_pct,profit_growth_pct,sales_cagr_pct,growth_score
BAJAJHLDNG,1.8213866039952997,1.642905634758995,0.0,1.385716895501718
IRFC,0.9645336836179396,1.9494697442295694,0.0,1.1656013711390036
BRITANNIA,2.8326077881805714,-0.23430178069353325,0.0,1.0393224029948154
POWERGRID,-0.06762210152040661,0.8925704745392667,0.0,0.32997934920754407
ICICIPRULI,-14.101896862923141,14.45358401880141,0.0,0.14067486235130744
ADANIPORTS,0.0,0.0,0.0,0.0
TITAN,6.604807767598466,-7.236842105263158,0.0,-0.25281373506587723
INDUSINDBK,7.117251027367316,-9.251396648044691,0.0,-0.8536582482709503
NAUKRI,4.968454258675079,-7.394957983193278,0.0,-0.9706014898072794
DABUR,0.3466623669783941,-2.816123688569851,0.0,-0.9877845286365827
SHREECEM,-3.503727888504459,0.0,0.0,-1.4014911554017837
GRASIM,4.68628319259723,-12.421922224461012,0.0,-3.094255612745513
COALINDIA,-1.4024338832522976,-8.078888918622388,0.0,-3.7925291207498746
ULTRACEMCO,0.5768037456986518,-10.736721873215306,0.0,-4.0639672510066625
BOSCHLTD,2.5288455790040056,-16.305220883534137,0.0,-5.510550121812052
ONGC,11.379515586848745,-25.88571128351517,0.0,-5.802478278666571
NHPC,0.6021594684385383,-15.168818272095333,0.0,-5.826663521462718
INDIGO,10.989202368512712,-25.62752540712624,0.0,-5.855329215445411
JINDALSTEL,-0.6652897485800532,-14.857815917886589,0.0,-6.209242266586657
ADANIENSOL,33.07039200337207,-50.75250836120402,0.0,-7.072846543132782
ASIANPAINT,-1.8706860121143822,-16.678661388988843,0.0,-7.419738960441291
GODREJCP,0.39727582292849034,-19.25133689839572,0.0,-7.541624430186892
AMBUJACEM,-0.9348612786489747,-18.298860278598564,0.0,-7.693488622899016
ADANIPOWER,8.538062799149968,-39.094531662585815,0.0,-12.222587545374338
NESTLEIND,-18.889890956792655,-15.50978896516654,0.0,-13.75987196878368
BPCL,-0.553915234454331,-48.866301798279906,0.0,-19.768086813093696
JSWSTEEL,-2.703907294607042,-63.08926780341023,0.0,-26.31727003920691
IOC,-1.9149818638967893,-74.7248673571048,0.0,-30.655939688400636
TATASTEEL,-3.560223588499418,-151.4663951120163,0.0,-62.01064748020629
