company_id,year,sales,operating_profit,opm_percentage
HCLTECH,2015.0,36701.0,8486.0,23.0
VEDL,2023.0,147308.0,34431.0,23.0
BEL,2023.0,17734.0,4090.0,23.0
BEL,2021.0,14109.0,3214.0,23.0
VBL,2023.0,16043.0,3717.0,23.0
DRREDDY,2016.0,15568.0,3585.0,23.0
NESTLEIND,2023.0,19126.0,4471.0,23.0
TORNTPHARM,2018.0,5950.0,1349.0,23.0
NTPC,2019.0,100287.0,22710.0,23.0
NESTLEIND,2018.0,11292.0,2618.0,23.0
ZYDUSLIFE,2023.0,17237.0,3860.0,22.0
PIDILITIND,2024.0,12383.0,2708.0,22.0
NAUKRI,2018.0,988.0,219.0,22.0
GRASIM,2019.0,77200.0,16640.0,22.0
GODREJCP,2021.0,11029.0,2399.0,22.0
PIDILITIND,2017.0,5617.0,1262.0,22.0
PIDILITIND,2016.0,5361.0,1173.0,22.0
HCLTECH,2024.0,109913.0,24198.0,22.0
LTIM,2021.0,12370.0,2725.0,22.0
HCLTECH,2018.0,50569.0,11246.0,22.0
HCLTECH,2017.0,47568.0,10390.0,22.0
HCLTECH,2013.0,25581.0,5680.0,22.0
JSWSTEEL,2019.0,84757.0,18930.0,22.0
WIPRO,2014.0,43424.0,9635.0,22.0
ZYDUSLIFE,2022.0,15110.0,3342.0,22.0
