company_id,year,sales,operating_profit,opm_percentage
WIPRO,2015.0,46951.0,10299.0,22.0
HAL,2022.0,24620.0,5420.0,22.0
LODHA,2023.0,9470.0,2064.0,22.0
SHREECEM,2019.0,12555.0,2797.0,22.0
PIDILITIND,2020.0,7294.0,1576.0,22.0
PIDILITIND,2018.0,6078.0,1341.0,22.0
ABB,2022.0,4913.0,1082.0,22.0
BEL,2022.0,15368.0,3344.0,22.0
TECHM,2014.0,18802.0,4172.0,22.0
JINDALSTEL,2017.0,21603.0,4709.0,22.0
SUNPHARMA,2019.0,29066.0,6377.0,22.0
NESTLEIND,2022.0,16897.0,3706.0,22.0
SHREECEM,2024.0,20521.0,4518.0,22.0
VBL,2022.0,13173.0,2863.0,22.0
SHRIRAMFIN,2020.0,16561.0,3565.0,22.0
NTPC,2015.0,79957.0,17352.0,22.0
HCLTECH,2023.0,101456.0,22628.0,22.0
GODREJCP,2020.0,9911.0,2154.0,22.0
ULTRACEMCO,2022.0,52599.0,11514.0,22.0
ULTRACEMCO,2020.0,42430.0,9246.0,22.0
JSWSTEEL,2017.0,55604.0,12308.0,22.0
ADANIPOWER,2020.0,26468.0,5734.0,22.0
TORNTPHARM,2015.0,4636.0,1020.0,22.0
TORNTPHARM,2013.0,3203.0,697.0,22.0
ASIANPAINT,2021.0,21713.0,4856.0,22.0
WIPRO,2016.0,51244.0,10796.0,21.0
TATAPOWER,2021.0,32703.0,6921.0,21.0
GRASIM,2022.0,95701.0,20431.0,21.0
AMBUJACEM,2021.0,28965.0,6210.0,21.0
GRASIM,2018.0,55894.0,11612.0,21.0
GODREJCP,2019.0,10314.0,2132.0,21.0
GODREJCP,2017.0,9268.0,1907.0,21.0
ABB,2021.0,4310.0,922.0,21.0
GRASIM,2013.0,27909.0,5924.0,21.0
EICHERMOT,2022.0,10298.0,2178.0,21.0
JSWSTEEL,2018.0,71933.0,14916.0,21.0
GODREJCP,2024.0,14096.0,2957.0,21.0
ADANIPOWER,2019.0,23884.0,4983.0,21.0
HCLTECH,2016.0,31136.0,6654.0,21.0
GODREJCP,2018.0,9847.0,2084.0,21.0
SUNPHARMA,2020.0,32838.0,6983.0,21.0
DABUR,2018.0,7722.0,1617.0,21.0
DABUR,2020.0,8685.0,1792.0,21.0
DABUR,2021.0,9562.0,2002.0,21.0
DABUR,2022.0,10889.0,2252.0,21.0
TECHM,2013.0,6873.0,1422.0,21.0
DRREDDY,2019.0,15448.0,3178.0,21.0
GRASIM,2024.0,130978.0,27195.0,21.0
BAJAJ-AUTO,2014.0,20137.0,4163.0,21.0
NESTLEIND,2017.0,10010.0,2097.0,21.0
NESTLEIND,2014.0,9855.0,2039.0,21.0
ASIANPAINT,2020.0,20211.0,4157.0,21.0
ASIANPAINT,2024.0,35495.0,7585.0,21.0
ULTRACEMCO,2017.0,25375.0,5212.0,21.0
SUNPHARMA,2018.0,26489.0,5631.0,21.0
BAJAJ-AUTO,2016.0,22574.0,4793.0,21.0
IRCTC,2017.0,1520.0,314.0,21.0
VBL,2016.0,3861.0,810.0,21.0
VBL,2017.0,4004.0,838.0,21.0
VBL,2019.0,7130.0,1462.0,21.0
BEL,2017.0,8656.0,1792.0,21.0
BEL,2020.0,12968.0,2759.0,21.0
SHREECEM,2015.0,6259.0,1344.0,21.0
WIPRO,2022.0,79312.0,16684.0,21.0
NESTLEIND,2013.0,9101.0,1948.0,21.0
ZYDUSLIFE,2015.0,8651.0,1756.0,20.0
ZYDUSLIFE,2017.0,9376.0,1902.0,20.0
TATAPOWER,2017.0,27588.0,5473.0,20.0
WIPRO,2019.0,59019.0,11613.0,20.0
VBL,2018.0,5105.0,1036.0,20.0
WIPRO,2020.0,61138.0,12342.0,20.0
LODHA,2017.0,7926.0,1614.0,20.0
SHRIRAMFIN,2021.0,17422.0,3402.0,20.0
BAJAJ-AUTO,2017.0,21755.0,4429.0,20.0
BAJAJ-AUTO,2024.0,44870.0,8765.0,20.0
IRCTC,2019.0,1870.0,383.0,20.0
BEL,2018.0,10401.0,2039.0,20.0
NESTLEIND,2016.0,9141.0,1850.0,20.0
GODREJCP,2022.0,12276.0,2409.0,20.0
LTIM,2015.0,4978.0,1005.0,20.0
EICHERMOT,2021.0,8720.0,1783.0,20.0
GODREJCP,2016.0,8424.0,1657.0,20.0
LTIM,2019.0,9446.0,1883.0,20.0
GRASIM,2017.0,36068.0,7387.0,20.0
TATASTEEL,2021.0,156294.0,30504.0,20.0
JINDALSTEL,2024.0,50354.0,10202.0,20.0
ASIANPAINT,2017.0,15062.0,2994.0,20.0
DABUR,2017.0,7614.0,1512.0,20.0
AMBUJACEM,2020.0,24516.0,5006.0,20.0
WIPRO,2013.0,37430.0,7657.0,20.0
ZYDUSLIFE,2020.0,14253.0,2798.0,20.0
WIPRO,2017.0,55448.0,11321.0,20.0
LTIM,2022.0,26109.0,5249.0,20.0
DRREDDY,2021.0,19048.0,3874.0,20.0
ATGL,2023.0,4378.0,870.0,20.0
ULTRACEMCO,2018.0,30979.0,6145.0,20.0
DABUR,2016.0,7780.0,1518.0,20.0
DABUR,2019.0,8515.0,1740.0,20.0
ASIANPAINT,2019.0,19240.0,3765.0,20.0
PIDILITIND,2019.0,7078.0,1371.0,19.0
ONGC,2017.0,282506.0,52804.0,19.0
VBL,2021.0,8823.0,1694.0,19.0
BOSCHLTD,2016.0,9701.0,1878.0,19.0
VBL,2015.0,3394.0,642.0,19.0
VBL,2020.0,6450.0,1215.0,19.0
WIPRO,2023.0,90488.0,16839.0,19.0
BRITANNIA,2024.0,16769.0,3167.0,19.0
BHEL,2013.0,48903.0,9483.0,19.0
BEL,2016.0,7354.0,1393.0,19.0
ADANIENT,2015.0,64465.0,12450.0,19.0
TATAPOWER,2014.0,35726.0,6916.0,19.0
WIPRO,2024.0,89760.0,16752.0,19.0
WIPRO,2018.0,54487.0,10387.0,19.0
HAL,2018.0,18519.0,3460.0,19.0
PIDILITIND,2022.0,9921.0,1856.0,19.0
TATASTEEL,2019.0,157669.0,29318.0,19.0
LTIM,2020.0,10879.0,2029.0,19.0
BAJAJ-AUTO,2015.0,21595.0,4128.0,19.0
TATAPOWER,2015.0,33593.0,6301.0,19.0
LTIM,2017.0,6501.0,1230.0,19.0
AMBUJACEM,2024.0,33160.0,6400.0,19.0
ULTRACEMCO,2016.0,25153.0,4901.0,19.0
ASIANPAINT,2016.0,14271.0,2725.0,19.0
BAJAJ-AUTO,2018.0,25210.0,4846.0,19.0
NESTLEIND,2015.0,8175.0,1555.0,19.0
BOSCHLTD,2017.0,10435.0,1963.0,19.0
ULTRACEMCO,2015.0,23306.0,4425.0,19.0
ULTRACEMCO,2014.0,20730.0,4035.0,19.0
IRCTC,2018.0,1466.0,274.0,19.0
SHRIRAMFIN,2022.0,19255.0,3666.0,19.0
DABUR,2024.0,12404.0,2400.0,19.0
DABUR,2023.0,11530.0,2162.0,19.0
TECHM,2015.0,22621.0,4193.0,19.0
PFC,2017.0,27581.0,5275.0,19.0
DLF,2020.0,6083.0,1146.0,19.0
AMBUJACEM,2014.0,9955.0,1934.0,19.0
JINDALSTEL,2018.0,33286.0,6469.0,19.0
JINDALSTEL,2023.0,53212.0,9942.0,19.0
BRITANNIA,2021.0,13136.0,2509.0,19.0
ASIANPAINT,2018.0,16825.0,3204.0,19.0
ZYDUSLIFE,2013.0,6358.0,1130.0,18.0
JSWSTEEL,2015.0,52972.0,9364.0,18.0
SHRIRAMFIN,2017.0,10903.0,1972.0,18.0
BAJAJ-AUTO,2023.0,36455.0,6465.0,18.0
BAJAJ-AUTO,2021.0,27741.0,4938.0,18.0
ONGC,2018.0,322706.0,56889.0,18.0
ONGC,2019.0,421624.0,74819.0,18.0
BOSCHLTD,2018.0,11690.0,2093.0,18.0
BAJAJ-AUTO,2013.0,20025.0,3656.0,18.0
BOSCHLTD,2019.0,12085.0,2154.0,18.0
UNITDSPR,2024.0,11321.0,2000.0,18.0
ULTRACEMCO,2024.0,70908.0,12969.0,18.0
SHRIRAMFIN,2015.0,9177.0,1691.0,18.0
ASIANPAINT,2023.0,34489.0,6260.0,18.0
JINDALSTEL,2020.0,37923.0,6831.0,18.0
JINDALSTEL,2019.0,46966.0,8412.0,18.0
SHRIRAMFIN,2016.0,10359.0,1824.0,18.0
TECHM,2021.0,37855.0,6796.0,18.0
TECHM,2019.0,34742.0,6271.0,18.0
JSWSTEEL,2014.0,51220.0,9169.0,18.0
RELIANCE,2024.0,899041.0,162498.0,18.0
AMBUJACEM,2013.0,9161.0,1669.0,18.0
JINDALSTEL,2016.0,19469.0,3437.0,18.0
ULTRACEMCO,2019.0,41462.0,7347.0,18.0
GODREJCP,2023.0,13316.0,2443.0,18.0
HAL,2017.0,17950.0,3236.0,18.0
TECHM,2022.0,44646.0,8020.0,18.0
M&M,2024.0,139078.0,24892.0,18.0
LTIM,2016.0,5846.0,1028.0,18.0
GRASIM,2023.0,117627.0,21589.0,18.0
LTIM,2024.0,35517.0,6387.0,18.0
LTIM,2023.0,33183.0,6108.0,18.0
ABB,2020.0,4093.0,757.0,18.0
ADANIENT,2014.0,54947.0,9383.0,17.0
LT,2021.0,135979.0,23460.0,17.0
ZYDUSLIFE,2014.0,7224.0,1203.0,17.0
LT,2014.0,85054.0,14086.0,17.0
LT,2015.0,91929.0,15684.0,17.0
LT,2018.0,119683.0,20111.0,17.0
LT,2019.0,135220.0,22866.0,17.0
LT,2020.0,145452.0,24553.0,17.0
GODREJCP,2015.0,8273.0,1379.0,17.0
UNITDSPR,2020.0,9325.0,1569.0,17.0
VEDL,2013.0,2749.0,465.0,17.0
ONGC,2024.0,591396.0,102835.0,17.0
BAJAJ-AUTO,2020.0,29919.0,5109.0,17.0
LODHA,2018.0,9677.0,1682.0,17.0
RELIANCE,2021.0,466307.0,80790.0,17.0
M&M,2023.0,121269.0,20285.0,17.0
GRASIM,2016.0,34487.0,5911.0,17.0
TATASTEEL,2018.0,123249.0,21433.0,17.0
TATAPOWER,2024.0,61449.0,10735.0,17.0
NAUKRI,2014.0,567.0,97.0,17.0
PIDILITIND,2023.0,11799.0,1986.0,17.0
TATAPOWER,2013.0,33177.0,5595.0,17.0
SHREECEM,2023.0,17852.0,2960.0,17.0
JSWSTEEL,2013.0,38210.0,6512.0,17.0
AMBUJACEM,2019.0,27104.0,4597.0,17.0
BEL,2015.0,7093.0,1179.0,17.0
BRITANNIA,2023.0,16301.0,2831.0,17.0
ULTRACEMCO,2023.0,63240.0,10620.0,17.0
DRREDDY,2022.0,21545.0,3768.0,17.0
ASIANPAINT,2013.0,10504.0,1737.0,17.0
ASIANPAINT,2022.0,29101.0,4804.0,17.0
BAJAJ-AUTO,2019.0,30358.0,5198.0,17.0
GRASIM,2014.0,28331.0,4915.0,17.0
DABUR,2015.0,7795.0,1320.0,17.0
DRREDDY,2017.0,14196.0,2472.0,17.0
APOLLOHOSP,2014.0,4357.0,676.0,16.0
ABB,2018.0,3298.0,525.0,16.0
AMBUJACEM,2016.0,20094.0,3181.0,16.0
AMBUJACEM,2017.0,23609.0,3858.0,16.0
ABB,2019.0,3679.0,605.0,16.0
BOSCHLTD,2015.0,12086.0,1981.0,16.0
DRREDDY,2018.0,14281.0,2351.0,16.0
DABUR,2014.0,7058.0,1162.0,16.0
DABUR,2013.0,6140.0,992.0,16.0
TRENT,2024.0,12375.0,1971.0,16.0
BRITANNIA,2022.0,14136.0,2201.0,16.0
BRITANNIA,2020.0,11600.0,1843.0,16.0
BRITANNIA,2019.0,11055.0,1732.0,16.0
TECHM,2016.0,26494.0,4260.0,16.0
BAJAJ-AUTO,2022.0,33145.0,5259.0,16.0
APOLLOHOSP,2013.0,3769.0,612.0,16.0
ASIANPAINT,2014.0,12220.0,2004.0,16.0
ONGC,2021.0,303849.0,49473.0,16.0
ONGC,2022.0,491246.0,79874.0,16.0
UNITDSPR,2022.0,9712.0,1595.0,16.0
BOSCHLTD,2012.0,8659.0,1350.0,16.0
GAIL,2022.0,92770.0,15161.0,16.0
LT,2022.0,156521.0,24314.0,16.0
GODREJCP,2013.0,6412.0,995.0,16.0
PIDILITIND,2015.0,4844.0,771.0,16.0
TATAPOWER,2022.0,42816.0,7031.0,16.0
PIDILITIND,2014.0,4283.0,672.0,16.0
GRASIM,2015.0,31734.0,5144.0,16.0
JSWSTEEL,2024.0,175006.0,28157.0,16.0
M&M,2022.0,90171.0,14683.0,16.0
RELIANCE,2018.0,390823.0,64315.0,16.0
RELIANCE,2022.0,694673.0,108581.0,16.0
RELIANCE,2023.0,876396.0,142318.0,16.0
LTIM,2018.0,7306.0,1187.0,16.0
JSWSTEEL,2020.0,73326.0,11813.0,16.0
MARUTI,2016.0,57589.0,9024.0,16.0
AMBUJACEM,2015.0,9437.0,1542.0,16.0
ASIANPAINT,2015.0,13615.0,2243.0,16.0
AMBUJACEM,2018.0,26041.0,4011.0,15.0
UNITDSPR,2019.0,9341.0,1394.0,15.0
APOLLOHOSP,2022.0,14663.0,2189.0,15.0
M&M,2019.0,104721.0,15207.0,15.0
BOSCHLTD,2020.0,9842.0,1483.0,15.0
BRITANNIA,2016.0,8397.0,1224.0,15.0
BOSCHLTD,2013.0,8757.0,1289.0,15.0
TECHM,2023.0,53290.0,7763.0,15.0
GAIL,2013.0,50974.0,7427.0,15.0
HAL,2015.0,15730.0,2351.0,15.0
PIDILITIND,2013.0,3678.0,558.0,15.0
TATAMOTORS,2015.0,263159.0,39239.0,15.0
TATACONSUM,2024.0,15206.0,2284.0,15.0
NAUKRI,2023.0,2346.0,348.0,15.0
GODREJCP,2014.0,7599.0,1169.0,15.0
HAVELLS,2021.0,10457.0,1589.0,15.0
MARUTI,2017.0,68085.0,10421.0,15.0
LODHA,2020.0,12443.0,1917.0,15.0
LT,2023.0,183341.0,27166.0,15.0
LT,2016.0,101122.0,15486.0,15.0
LT,2017.0,109312.0,16620.0,15.0
LT,2013.0,74426.0,11394.0,15.0
M&M,2021.0,74278.0,11487.0,15.0
RELIANCE,2019.0,568337.0,84250.0,15.0
JSWSTEEL,2016.0,41546.0,6422.0,15.0
RELIANCE,2020.0,596679.0,89266.0,15.0
MARUTI,2018.0,79809.0,12118.0,15.0
TATAMOTORS,2014.0,232834.0,34853.0,15.0
GRASIM,2020.0,68252.0,10373.0,15.0
RELIANCE,2017.0,303954.0,46307.0,15.0
RELIANCE,2016.0,272583.0,41781.0,15.0
TECHM,2020.0,36868.0,5503.0,15.0
BRITANNIA,2018.0,9914.0,1501.0,15.0
TRENT,2020.0,3486.0,529.0,15.0
VBL,2014.0,2502.0,387.0,15.0
TECHM,2018.0,30773.0,4710.0,15.0
HAL,2016.0,16758.0,2478.0,15.0
ABB,2017.0,2903.0,398.0,14.0
ABB,2015.0,2289.0,312.0,14.0
ABB,2016.0,2614.0,365.0,14.0
LT,2024.0,221113.0,29865.0,14.0
MARUTI,2015.0,50801.0,6892.0,14.0
M&M,2014.0,74001.0,10170.0,14.0
SIEMENS,2024.0,22240.0,3104.0,14.0
TATAMOTORS,2016.0,273046.0,38395.0,14.0
TATAMOTORS,2024.0,437928.0,59538.0,14.0
M&M,2018.0,92094.0,13226.0,14.0
TATAPOWER,2023.0,55109.0,7728.0,14.0
TATACONSUM,2022.0,12425.0,1719.0,14.0
IRCTC,2016.0,1367.0,190.0,14.0
IRCTC,2015.0,1059.0,152.0,14.0
DRREDDY,2020.0,17517.0,2477.0,14.0
GAIL,2018.0,54496.0,7802.0,14.0
BRITANNIA,2017.0,9054.0,1278.0,14.0
TECHM,2017.0,29141.0,4184.0,14.0
TRENT,2023.0,8242.0,1114.0,14.0
TVSMOTOR,2024.0,39145.0,5500.0,14.0
UNITDSPR,2018.0,8591.0,1209.0,14.0
BEL,2014.0,6518.0,925.0,14.0
VBL,2013.0,2115.0,291.0,14.0
APOLLOHOSP,2020.0,11247.0,1591.0,14.0
APOLLOHOSP,2015.0,5129.0,737.0,14.0
ADANIPOWER,2013.0,6692.0,960.0,14.0
ADANIENT,2013.0,46375.0,6021.0,13.0
ONGC,2020.0,396728.0,52105.0,13.0
M&M,2013.0,68693.0,9116.0,13.0
M&M,2016.0,75841.0,10082.0,13.0
M&M,2017.0,83773.0,10735.0,13.0
M&M,2020.0,75382.0,10158.0,13.0
APOLLOHOSP,2024.0,19059.0,2394.0,13.0
AMBUJACEM,2023.0,38937.0,5122.0,13.0
UNITDSPR,2023.0,10612.0,1417.0,13.0
UNITDSPR,2021.0,8131.0,1051.0,13.0
BOSCHLTD,2023.0,14929.0,1810.0,13.0
VBL,2012.0,1800.0,228.0,13.0
BOSCHLTD,2024.0,16727.0,2095.0,13.0
TVSMOTOR,2023.0,31974.0,4027.0,13.0
GAIL,2014.0,61765.0,7988.0,13.0
MARUTI,2024.0,141858.0,18626.0,13.0
HAVELLS,2018.0,8116.0,1033.0,13.0
HAVELLS,2017.0,6130.0,815.0,13.0
TATAMOTORS,2021.0,249795.0,32287.0,13.0
HAVELLS,2022.0,13938.0,1775.0,13.0
TRENT,2022.0,4498.0,595.0,13.0
TATACONSUM,2020.0,9637.0,1292.0,13.0
TATAMOTORS,2013.0,188793.0,24596.0,13.0
TATACONSUM,2023.0,13783.0,1856.0,13.0
TATACONSUM,2021.0,11602.0,1544.0,13.0
SIEMENS,2023.0,19554.0,2487.0,13.0
EICHERMOT,2014.0,8738.0,1118.0,13.0
TATASTEEL,2023.0,243353.0,32300.0,13.0
GAIL,2019.0,76190.0,9938.0,13.0
GAIL,2021.0,57372.0,7245.0,13.0
MARUTI,2019.0,86068.0,11056.0,13.0
TATASTEEL,2017.0,112299.0,13144.0,12.0
TATACONSUM,2017.0,6780.0,791.0,12.0
TATACONSUM,2018.0,6815.0,839.0,12.0
TITAN,2022.0,28799.0,3344.0,12.0
TITAN,2020.0,21052.0,2463.0,12.0
ADANIENT,2024.0,96421.0,11377.0,12.0
NAUKRI,2016.0,748.0,91.0,12.0
GAIL,2017.0,48552.0,6021.0,12.0
TITAN,2023.0,40575.0,4882.0,12.0
TATASTEEL,2020.0,139817.0,17463.0,12.0
GAIL,2020.0,72518.0,9022.0,12.0
M&M,2015.0,71448.0,8793.0,12.0
SIEMENS,2022.0,16138.0,1860.0,12.0
TVSMOTOR,2020.0,18849.0,2264.0,12.0
HAVELLS,2019.0,10073.0,1189.0,12.0
APOLLOHOSP,2023.0,16612.0,2065.0,12.0
ONGC,2023.0,632291.0,75527.0,12.0
BOSCHLTD,2021.0,9718.0,1163.0,12.0
BOSCHLTD,2022.0,11782.0,1462.0,12.0
ABB,2012.0,1653.0,202.0,12.0
BHEL,2014.0,39561.0,4579.0,12.0
MARUTI,2014.0,44542.0,5310.0,12.0
ABB,2014.0,2276.0,267.0,12.0
UNITDSPR,2013.0,10378.0,1091.0,11.0
HAVELLS,2020.0,9440.0,1067.0,11.0
GAIL,2024.0,133228.0,14314.0,11.0
EICHERMOT,2013.0,6810.0,715.0,11.0
SIEMENS,2019.0,13084.0,1490.0,11.0
JSWSTEEL,2023.0,165960.0,18470.0,11.0
IOC,2021.0,363950.0,39929.0,11.0
UNITDSPR,2017.0,8818.0,991.0,11.0
BEL,2013.0,6273.0,669.0,11.0
TVSMOTOR,2021.0,19421.0,2232.0,11.0
TVSMOTOR,2019.0,20160.0,2163.0,11.0
SIEMENS,2021.0,13198.0,1452.0,11.0
TATAMOTORS,2018.0,291550.0,31458.0,11.0
TATAMOTORS,2017.0,269693.0,29589.0,11.0
TATASTEEL,2014.0,148614.0,16184.0,11.0
TATACONSUM,2019.0,7252.0,786.0,11.0
BRITANNIA,2015.0,7858.0,870.0,11.0
APOLLOHOSP,2016.0,6150.0,684.0,11.0
APOLLOHOSP,2019.0,9617.0,1070.0,11.0
APOLLOHOSP,2021.0,10560.0,1140.0,11.0
TVSMOTOR,2022.0,24355.0,2755.0,11.0
MARUTI,2023.0,118410.0,13122.0,11.0
MOTHERSON,2016.0,37216.0,3548.0,10.0
TITAN,2024.0,51084.0,5292.0,10.0
TITAN,2013.0,10123.0,1014.0,10.0
IOC,2017.0,355379.0,34149.0,10.0
IOC,2018.0,421492.0,41658.0,10.0
APOLLOHOSP,2017.0,7256.0,734.0,10.0
APOLLOHOSP,2018.0,8243.0,801.0,10.0
MARUTI,2013.0,44304.0,4361.0,10.0
SIEMENS,2017.0,11065.0,1056.0,10.0
SIEMENS,2011.0,11955.0,1171.0,10.0
IOC,2024.0,776352.0,75646.0,10.0
RELIANCE,2015.0,374372.0,37449.0,10.0
TATAPOWER,2019.0,29881.0,3070.0,10.0
TATACONSUM,2015.0,7993.0,792.0,10.0
TITAN,2014.0,10927.0,1047.0,10.0
HAVELLS,2016.0,7594.0,796.0,10.0
TATASTEEL,2024.0,229171.0,22248.0,10.0
HAL,2014.0,15135.0,1570.0,10.0
TITAN,2015.0,11913.0,1153.0,10.0
TRENT,2018.0,2157.0,208.0,10.0
TATACONSUM,2013.0,7351.0,770.0,10.0
TATACONSUM,2014.0,7738.0,752.0,10.0
TITAN,2018.0,16120.0,1644.0,10.0
TITAN,2019.0,19779.0,1994.0,10.0
MOTHERSON,2017.0,42376.0,4171.0,10.0
MARUTI,2020.0,75660.0,7355.0,10.0
TVSMOTOR,2018.0,16340.0,1571.0,10.0
BPCL,2024.0,448083.0,44082.0,10.0
SIEMENS,2018.0,12795.0,1327.0,10.0
SIEMENS,2020.0,9946.0,1003.0,10.0
HAVELLS,2014.0,8051.0,777.0,10.0
HAVELLS,2024.0,18590.0,1881.0,10.0
HAVELLS,2023.0,16911.0,1621.0,10.0
TATAMOTORS,2022.0,278454.0,24720.0,9.0
BRITANNIA,2014.0,6913.0,627.0,9.0
GAIL,2016.0,52053.0,4536.0,9.0
TATAMOTORS,2023.0,345967.0,31816.0,9.0
TATAPOWER,2018.0,26840.0,2295.0,9.0
MOTHERSON,2018.0,56303.0,5128.0,9.0
DMART,2018.0,15033.0,1353.0,9.0
GAIL,2015.0,60557.0,5631.0,9.0
TITAN,2017.0,13261.0,1164.0,9.0
DMART,2020.0,24870.0,2128.0,9.0
TECHM,2024.0,51996.0,4506.0,9.0
EICHERMOT,2012.0,6390.0,550.0,9.0
HAVELLS,2015.0,8468.0,755.0,9.0
BPCL,2021.0,230171.0,21001.0,9.0
MOTHERSON,2024.0,98692.0,9322.0,9.0
HAVELLS,2013.0,7135.0,674.0,9.0
TRENT,2019.0,2630.0,241.0,9.0
SIEMENS,2016.0,10837.0,1021.0,9.0
SIEMENS,2015.0,10563.0,998.0,9.0
TITAN,2021.0,21644.0,1725.0,8.0
TATAMOTORS,2019.0,301938.0,24664.0,8.0
MOTHERSON,2021.0,57370.0,4370.0,8.0
MOTHERSON,2020.0,60729.0,4654.0,8.0
RELIANCE,2013.0,395957.0,33155.0,8.0
MOTHERSON,2023.0,78788.0,6251.0,8.0
IOC,2022.0,589321.0,47758.0,8.0
RELIANCE,2014.0,433521.0,34935.0,8.0
MARUTI,2021.0,70372.0,5411.0,8.0
MOTHERSON,2019.0,63523.0,5348.0,8.0
DMART,2023.0,42840.0,3639.0,8.0
DMART,2019.0,20005.0,1633.0,8.0
DMART,2022.0,30976.0,2502.0,8.0
MOTHERSON,2015.0,34661.0,2844.0,8.0
DMART,2024.0,50789.0,4106.0,8.0
DMART,2017.0,11898.0,969.0,8.0
DMART,2016.0,8584.0,664.0,8.0
MOTHERSON,2014.0,30414.0,2397.0,8.0
TITAN,2016.0,11276.0,939.0,8.0
TRENT,2017.0,1812.0,134.0,7.0
BPCL,2016.0,187815.0,12971.0,7.0
BHEL,2015.0,31323.0,2141.0,7.0
MOTHERSON,2022.0,63774.0,4714.0,7.0
BHEL,2019.0,30441.0,2032.0,7.0
IOC,2019.0,528158.0,35262.0,7.0
BPCL,2017.0,201251.0,13783.0,7.0
TATAMOTORS,2020.0,261068.0,17987.0,7.0
MARUTI,2022.0,88330.0,5752.0,7.0
DMART,2015.0,6439.0,456.0,7.0
DMART,2014.0,4686.0,341.0,7.0
DMART,2021.0,24143.0,1745.0,7.0
ADANIENT,2023.0,127540.0,8818.0,7.0
NAUKRI,2021.0,1128.0,74.0,7.0
TVSMOTOR,2017.0,12463.0,871.0,7.0
TVSMOTOR,2016.0,11377.0,819.0,7.0
TATAPOWER,2016.0,29494.0,2105.0,7.0
BRITANNIA,2013.0,6185.0,421.0,7.0
BPCL,2022.0,346791.0,19137.0,6.0
TVSMOTOR,2014.0,8384.0,492.0,6.0
TVSMOTOR,2015.0,10256.0,605.0,6.0
TVSMOTOR,2013.0,7510.0,438.0,6.0
TATACONSUM,2016.0,6637.0,366.0,6.0
ADANIENT,2021.0,39537.0,2506.0,6.0
ADANIENT,2018.0,35924.0,2038.0,6.0
MOTHERSON,2013.0,25298.0,1480.0,6.0
DMART,2013.0,3341.0,215.0,6.0
BHEL,2018.0,28827.0,1653.0,6.0
IOC,2016.0,346045.0,22038.0,6.0
BPCL,2018.0,235895.0,15317.0,6.0
ADANIENT,2020.0,43403.0,2294.0,5.0
ADANIENT,2019.0,40379.0,1969.0,5.0
UNIONBANK,2024.0,100376.0,4590.0,5.0
BPCL,2019.0,298226.0,15112.0,5.0
SBILIFE,2016.0,19324.0,920.0,5.0
ADANIENT,2016.0,34008.0,1684.0,5.0
TRENT,2016.0,1686.0,90.0,5.0
HAL,2013.0,14328.0,768.0,5.0
GAIL,2023.0,145668.0,7500.0,5.0
ADANIENT,2017.0,36533.0,1902.0,5.0
ADANIENT,2022.0,69420.0,3714.0,5.0
UNITDSPR,2016.0,8495.0,333.0,4.0
BHEL,2022.0,21211.0,828.0,4.0
BHEL,2023.0,23365.0,1044.0,4.0
LICI,2023.0,784628.0,34207.0,4.0
LICI,2024.0,845966.0,32779.0,4.0
IOC,2023.0,841756.0,30683.0,4.0
BPCL,2014.0,264421.0,9414.0,4.0
SBILIFE,2018.0,34068.0,1332.0,4.0
SBILIFE,2017.0,30548.0,1068.0,4.0
TRENT,2021.0,2593.0,114.0,4.0
TRENT,2015.0,2284.0,88.0,4.0
BPCL,2015.0,242598.0,9780.0,4.0
IOC,2014.0,488345.0,17222.0,4.0
BHEL,2017.0,28465.0,1095.0,4.0
SBILIFE,2019.0,44604.0,1474.0,3.0
SBILIFE,2020.0,43798.0,1351.0,3.0
IOC,2013.0,461780.0,13861.0,3.0
IOC,2020.0,483763.0,16053.0,3.0
BPCL,2020.0,284572.0,8975.0,3.0
SBILIFE,2015.0,23399.0,794.0,3.0
SBILIFE,2013.0,14870.0,427.0,3.0
BPCL,2013.0,242181.0,6709.0,3.0
NAUKRI,2015.0,732.0,21.0,3.0
TATASTEEL,2013.0,134712.0,3965.0,3.0
SBILIFE,2014.0,17258.0,511.0,3.0
BHEL,2024.0,23893.0,711.0,3.0
IOC,2015.0,449507.0,10575.0,2.0
INDIGO,2021.0,14641.0,14638.0,2.0
TATASTEEL,2015.0,139504.0,3409.0,2.0
BPCL,2023.0,473187.0,10899.0,2.0
NAUKRI,2019.0,1151.0,9.0,1.0
UNIONBANK,2013.0,25169.0,325.0,1.0
SBILIFE,2021.0,81913.0,872.0,1.0
SBILIFE,2022.0,82983.0,730.0,1.0
SIEMENS,2014.0,10678.0,119.0,1.0
LICI,2019.0,571508.0,5920.0,1.0
ZOMATO,2024.0,12114.0,43.0,0.0
TRENT,2013.0,2132.0,5.0,0.0
TRENT,2014.0,2333.0,-10.0,0.0
SBILIFE,2024.0,131988.0,246.0,0.0
LICI,2021.0,690914.0,-252.0,0.0
LICI,2022.0,723606.0,3326.0,0.0
SBILIFE,2023.0,80636.0,122.0,0.0
TATASTEEL,2016.0,101965.0,-625.0,-1.0
NAUKRI,2017.0,888.0,-9.0,-1.0
LICI,2020.0,628043.0,-6947.0,-1.0
BHEL,2020.0,21463.0,-133.0,-1.0
UNIONBANK,2015.0,32164.0,-973.0,-3.0
