company_id,year,eps
ICICIBANK,2017.0,16.0
AXISBANK,2017.0,15.0
ASIANPAINT,2015.0,15.0
ICICIBANK,2013.0,15.0
TVSMOTOR,2019.0,15.0
IOC,2021.0,15.0
ICICIBANK,2020.0,15.0
ADANIENT,2013.0,15.0
ZYDUSLIFE,2017.0,15.0
ITC,2023.0,15.0
IOC,2018.0,15.0
NTPC,2021.0,15.0
COALINDIA,2017.0,15.0
RELIANCE,2013.0,15.0
RECLTD,2013.0,15.0
GAIL,2024.0,15.0
BANKBARODA,2022.0,15.0
SBILIFE,2022.0,15.0
JSWSTEEL,2017.0,15.0
M&M,2021.0,15.0
EICHERMOT,2013.0,15.0
GODREJCP,2020.0,15.0
CHOLAFIN,2019.0,15.0
CIPLA,2015.0,15.0
SBILIFE,2021.0,15.0
BHARTIARTL,2023.0,15.0
SUNPHARMA,2014.0,15.0
KOTAKBANK,2013.0,15.0
BAJAJFINSV,2017.0,14.0
HDFCBANK,2013.0,14.0
SUNPHARMA,2013.0,14.0
HCLTECH,2013.0,14.0
SUNPHARMA,2022.0,14.0
GAIL,2020.0,14.0
SBILIFE,2020.0,14.0
NTPC,2019.0,14.0
ONGC,2015.0,14.0
DMART,2019.0,14.0
ADANIPORTS,2016.0,14.0
IRCTC,2024.0,14.0
TVSMOTOR,2018.0,14.0
ADANIPORTS,2016.0,14.0
AMBUJACEM,2021.0,14.0
IOC,2017.0,14.0
ADANIPOWER,2022.0,13.0
TORNTPHARM,2013.0,13.0
TVSMOTOR,2020.0,13.0
ASIANPAINT,2014.0,13.0
ICICIGI,2015.0,13.0
IRCTC,2023.0,13.0
TVSMOTOR,2021.0,13.0
TITAN,2018.0,13.0
AMBUJACEM,2023.0,13.0
TORNTPHARM,2019.0,13.0
GODREJCP,2017.0,13.0
POWERGRID,2021.0,13.0
CHOLAFIN,2020.0,13.0
SBILIFE,2019.0,13.0
LODHA,2017.0,13.0
BHARTIARTL,2024.0,13.0
HAVELLS,2019.0,13.0
ONGC,2021.0,13.0
CIPLA,2017.0,13.0
NTPC,2013.0,13.0
NESTLEIND,2017.0,13.0
PFC,2013.0,13.0
DMART,2018.0,13.0
TRENT,2023.0,13.0
IRCTC,2015.0,13.0
UNIONBANK,2023.0,12.0
IOC,2019.0,12.0
TATACONSUM,2024.0,12.0
TATACONSUM,2023.0,12.0
ITC,2022.0,12.0
ITC,2020.0,12.0
NESTLEIND,2013.0,12.0
NESTLEIND,2014.0,12.0
ICICIPRULI,2017.0,12.0
NTPC,2014.0,12.0
CANBK,2013.0,12.0
POWERGRID,2020.0,12.0
NTPC,2020.0,12.0
CHOLAFIN,2018.0,12.0
ICICIPRULI,2016.0,12.0
HAVELLS,2020.0,12.0
SBILIFE,2018.0,12.0
LODHA,2022.0,12.0
SUNPHARMA,2021.0,12.0
BAJAJFINSV,2016.0,12.0
CANBK,2023.0,12.0
EICHERMOT,2012.0,12.0
SHRIRAMFIN,2013.0,12.0
ASIANPAINT,2013.0,12.0
TATAPOWER,2024.0,12.0
TATASTEEL,2018.0,12.0
AMBUJACEM,2020.0,12.0
ICICIGI,2014.0,12.0
ICICIBANK,2018.0,12.0
ZYDUSLIFE,2020.0,11.0
ZYDUSLIFE,2015.0,11.0
