company_id,year,operating_activity,investing_activity,financing_activity,capital_allocation
BEL,2014.0,-569.0,759.0,-213.0,Unknown
BEL,2015.0,1434.0,-839.0,-209.0,Reinvestor
BEL,2016.0,2260.0,-1470.0,-318.0,Reinvestor
BEL,2017.0,-61.0,3115.0,-2857.0,Unknown
BEL,2018.0,-687.0,-6.0,-1202.0,Pre-Revenue
BEL,2019.0,1514.0,-896.0,-663.0,Reinvestor
BEL,2020.0,2570.0,-649.0,-1061.0,Reinvestor
BEL,2021.0,5093.0,-2595.0,-1076.0,Reinvestor
BEL,2022.0,4207.0,-4872.0,-1078.0,Reinvestor
BEL,2023.0,1199.0,2708.0,-1262.0,Liquidating Assets
BEL,2024.0,4659.0,-5924.0,-1475.0,Reinvestor
BHEL,2013.0,1759.0,-1113.0,472.0,Mixed
BHEL,2014.0,4512.0,-868.0,523.0,Mixed
BHEL,2015.0,821.0,650.0,-3543.0,Liquidating Assets
BHEL,2016.0,374.0,23.0,-122.0,Liquidating Assets
BHEL,2017.0,560.0,-565.0,-468.0,Reinvestor
BHEL,2018.0,989.0,961.0,-667.0,Liquidating Assets
BHEL,2019.0,-3860.0,1919.0,-32.0,Unknown
BHEL,2020.0,-2892.0,1877.0,1622.0,Distress Signal
BHEL,2021.0,560.0,-42.0,-394.0,Reinvestor
BHEL,2022.0,660.0,-1118.0,-329.0,Reinvestor
BHEL,2023.0,-741.0,1480.0,89.0,Distress Signal
BHEL,2024.0,-3713.0,1331.0,2656.0,Distress Signal
BOSCHLTD,2012.0,871.0,-824.0,-156.0,Reinvestor
BOSCHLTD,2013.0,1057.0,-846.0,-238.0,Reinvestor
BOSCHLTD,2015.0,1396.0,-1183.0,-237.0,Reinvestor
BOSCHLTD,2016.0,1318.0,-995.0,-356.0,Reinvestor
BOSCHLTD,2017.0,1457.0,1246.0,-2670.0,Liquidating Assets
BOSCHLTD,2018.0,1729.0,-1170.0,-325.0,Reinvestor
BOSCHLTD,2019.0,593.0,1766.0,-2531.0,Liquidating Assets
BOSCHLTD,2020.0,1336.0,-873.0,-399.0,Reinvestor
BOSCHLTD,2021.0,835.0,-463.0,-338.0,Reinvestor
BOSCHLTD,2022.0,271.0,-33.0,-383.0,Reinvestor
BOSCHLTD,2023.0,1214.0,262.0,-1239.0,Liquidating Assets
BOSCHLTD,2024.0,1253.0,283.0,-1452.0,Liquidating Assets
BPCL,2013.0,5926.0,-3604.0,-846.0,Reinvestor
BPCL,2014.0,9588.0,-6881.0,-3736.0,Reinvestor
BPCL,2015.0,20742.0,-10536.0,-9792.0,Reinvestor
BPCL,2016.0,11119.0,-9233.0,-1332.0,Reinvestor
BPCL,2017.0,9041.0,-15274.0,4804.0,Mixed
BPCL,2018.0,11068.0,-7066.0,-4218.0,Reinvestor
BPCL,2019.0,10157.0,-10451.0,207.0,Mixed
BPCL,2020.0,7881.0,-11135.0,3583.0,Mixed
BPCL,2021.0,23455.0,-2474.0,-13981.0,Reinvestor
BPCL,2022.0,20336.0,-8138.0,-17672.0,Reinvestor
BPCL,2023.0,12466.0,-7806.0,-4402.0,Reinvestor
BPCL,2024.0,35936.0,-10521.0,-25427.0,Reinvestor
BRITANNIA,2013.0,320.0,28.0,-378.0,Liquidating Assets
BRITANNIA,2014.0,671.0,-246.0,-357.0,Reinvestor
BRITANNIA,2015.0,584.0,-450.0,-181.0,Reinvestor
BRITANNIA,2016.0,959.0,-705.0,-246.0,Reinvestor
BRITANNIA,2017.0,441.0,-150.0,-295.0,Reinvestor
BRITANNIA,2018.0,1249.0,-957.0,-232.0,Reinvestor
BRITANNIA,2019.0,1156.0,-852.0,-353.0,Reinvestor
BRITANNIA,2020.0,1485.0,-1526.0,58.0,Mixed
BRITANNIA,2021.0,1876.0,433.0,-2242.0,Liquidating Assets
BRITANNIA,2022.0,1300.0,914.0,-2246.0,Liquidating Assets
BRITANNIA,2023.0,2526.0,-1507.0,-1028.0,Reinvestor
BRITANNIA,2024.0,2573.0,477.0,-2830.0,Liquidating Assets
CANBK,2013.0,8010.0,-435.0,-1043.0,Reinvestor
CANBK,2014.0,14244.0,-380.0,-3771.0,Reinvestor
CANBK,2015.0,6344.0,-1104.0,-1464.0,Reinvestor
CANBK,2016.0,9346.0,-443.0,-806.0,Reinvestor
CANBK,2017.0,2575.0,-476.0,124.0,Mixed
CANBK,2018.0,-11120.0,-487.0,2865.0,Growth Funded by Debt
CANBK,2019.0,18237.0,-745.0,-1185.0,Reinvestor
CANBK,2020.0,-5289.0,-445.0,7792.0,Growth Funded by Debt
CANBK,2021.0,59118.0,-1116.0,290.0,Mixed
CANBK,2022.0,919.0,-1429.0,4035.0,Mixed
CANBK,2023.0,-39978.0,-1156.0,445.0,Growth Funded by Debt
CANBK,2024.0,15046.0,-1750.0,-3834.0,Reinvestor
CHOLAFIN,2013.0,-3754.0,5.0,4067.0,Distress Signal
CHOLAFIN,2014.0,-2447.0,-83.0,2749.0,Growth Funded by Debt
CHOLAFIN,2015.0,-2264.0,-40.0,1819.0,Growth Funded by Debt
CHOLAFIN,2016.0,-2809.0,-137.0,3031.0,Growth Funded by Debt
CHOLAFIN,2017.0,-1468.0,-222.0,1692.0,Growth Funded by Debt
CHOLAFIN,2018.0,-7926.0,-60.0,8009.0,Growth Funded by Debt
CHOLAFIN,2019.0,-9317.0,-11.0,12191.0,Growth Funded by Debt
CHOLAFIN,2020.0,-2075.0,-54.0,2452.0,Growth Funded by Debt
CHOLAFIN,2021.0,-8848.0,-1746.0,8707.0,Growth Funded by Debt
CHOLAFIN,2022.0,-5571.0,1640.0,5150.0,Distress Signal
CHOLAFIN,2023.0,-27105.0,-2148.0,27466.0,Growth Funded by Debt
CHOLAFIN,2024.0,-35683.0,-2855.0,38471.0,Growth Funded by Debt
CIPLA,2013.0,1398.0,-2063.0,718.0,Mixed
CIPLA,2014.0,1563.0,-1265.0,-266.0,Reinvestor
CIPLA,2015.0,1173.0,-950.0,165.0,Mixed
CIPLA,2016.0,1741.0,-4533.0,3104.0,Mixed
CIPLA,2017.0,2382.0,-1304.0,-1326.0,Reinvestor
CIPLA,2018.0,1463.0,-834.0,-385.0,Reinvestor
